timestamp_est,symbol,order_id,side,price,size,order_type,action,session_id,data_type,cbdr_window
2025-11-12 06:16:22.133,MNQZ5.CME@RITHMIC,6868769177618,SELL,25788.5,65,LIMIT,UPDATE,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,MBO,NONE
2025-11-12 06:16:22.135,MNQZ5.CME@RITHMIC,125395969239800,SELL,25788.5,66,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:16:22.252,MNQZ5.CME@RITHMIC,6868769177618,SELL,25788.5,53,LIMIT,UPDATE,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,MBO,NONE
2025-11-12 06:16:22.254,MNQZ5.CME@RITHMIC,125396088210900,SELL,25788.5,54,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:16:22.260,MNQZ5.CME@RITHMIC,6868769177618,SELL,25788.5,52,LIMIT,UPDATE,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,MBO,NONE
2025-11-12 06:16:22.262,MNQZ5.CME@RITHMIC,125396096286200,SELL,25788.5,53,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:16:22.267,MNQZ5.CME@RITHMIC,6868769177618,SELL,25788.5,50,LIMIT,UPDATE,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,MBO,NONE
2025-11-12 06:16:22.269,MNQZ5.CME@RITHMIC,125396103285900,SELL,25788.5,51,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:16:22.482,MNQZ5.CME@RITHMIC,125396316336400,SELL,103154.0,31,TRADE,TRADE,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,TRADE,NONE
2025-11-12 06:16:22.485,MNQZ5.CME@RITHMIC,125396320029100,SELL,25788.5,20,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:16:25.991,MNQZ5.CME@RITHMIC,125399825446600,BUY,25787.75,20,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:16:26.581,MNQZ5.CME@RITHMIC,125400415456400,SELL,25798.5,23,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:16:27.017,MNQZ5.CME@RITHMIC,125400851855700,SELL,25798.5,24,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:16:28.457,MNQZ5.CME@RITHMIC,125402291768000,BUY,25600.0,63,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:16:32.105,MNQZ5.CME@RITHMIC,125405939807100,SELL,25806.0,21,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:16:32.145,MNQZ5.CME@RITHMIC,6868768443174,SELL,25818.5,20,LIMIT,UPDATE,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,MBO,NONE
2025-11-12 06:16:32.149,MNQZ5.CME@RITHMIC,125405983765600,SELL,25818.5,24,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:16:44.040,MNQZ5.CME@RITHMIC,125417874357300,SELL,25820.0,29,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:16:47.516,MNQZ5.CME@RITHMIC,125421350933000,BUY,25779.0,21,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:16:47.578,MNQZ5.CME@RITHMIC,125421412819700,BUY,25700.0,152,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:00.395,MNQZ5.CME@RITHMIC,125434229050800,BUY,25711.0,32,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:01.234,MNQZ5.CME@RITHMIC,125435068528400,BUY,25711.0,30,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:02.083,MNQZ5.CME@RITHMIC,125435918091600,BUY,25775.0,27,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:06.931,MNQZ5.CME@RITHMIC,125440766134700,BUY,25711.0,32,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:08.192,MNQZ5.CME@RITHMIC,125442027194500,BUY,25711.0,30,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:08.299,MNQZ5.CME@RITHMIC,125442133521100,BUY,25779.0,20,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:08.305,MNQZ5.CME@RITHMIC,125442139855700,BUY,25780.0,43,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:08.768,MNQZ5.CME@RITHMIC,125442602989800,SELL,25800.0,28,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:10.107,MNQZ5.CME@RITHMIC,125443941952100,SELL,25798.5,25,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:10.201,MNQZ5.CME@RITHMIC,125444036204100,BUY,25711.0,32,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:10.485,MNQZ5.CME@RITHMIC,125444319774300,BUY,25711.0,30,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:11.768,MNQZ5.CME@RITHMIC,125445602402700,BUY,25711.0,32,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:12.538,MNQZ5.CME@RITHMIC,125446372698600,BUY,25711.0,30,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:12.560,MNQZ5.CME@RITHMIC,125446396291800,BUY,25780.5,26,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:14.160,MNQZ5.CME@RITHMIC,6868768443174,SELL,25816.25,20,LIMIT,UPDATE,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,MBO,NONE
2025-11-12 06:17:14.164,MNQZ5.CME@RITHMIC,125447998167400,SELL,25816.25,30,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:14.928,MNQZ5.CME@RITHMIC,125448762478600,BUY,25711.0,32,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:16.602,MNQZ5.CME@RITHMIC,125450436966800,BUY,25710.0,52,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:17.634,MNQZ5.CME@RITHMIC,125451468148800,SELL,25798.5,24,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:18.078,MNQZ5.CME@RITHMIC,125451912618800,SELL,25798.5,23,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:19.122,MNQZ5.CME@RITHMIC,125452956386000,BUY,25710.0,49,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:19.474,MNQZ5.CME@RITHMIC,125453308774600,BUY,25710.0,51,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:20.296,MNQZ5.CME@RITHMIC,6868768311700,BUY,25756.75,20,LIMIT,UPDATE,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,MBO,NONE
2025-11-12 06:17:20.301,MNQZ5.CME@RITHMIC,125454135563500,BUY,25756.75,24,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:25.233,MNQZ5.CME@RITHMIC,125459067807200,BUY,25776.0,20,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:25.575,MNQZ5.CME@RITHMIC,6868768443174,SELL,25814.0,20,LIMIT,UPDATE,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,MBO,NONE
2025-11-12 06:17:25.579,MNQZ5.CME@RITHMIC,125459413390500,SELL,25814.0,29,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:26.715,MNQZ5.CME@RITHMIC,125460549747400,BUY,25710.0,49,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:27.375,MNQZ5.CME@RITHMIC,125461209427700,BUY,25710.0,51,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:27.815,MNQZ5.CME@RITHMIC,125461649838900,SELL,25888.0,26,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:28.413,MNQZ5.CME@RITHMIC,125462248149900,BUY,25710.0,49,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:28.596,MNQZ5.CME@RITHMIC,125462430387600,BUY,25710.0,52,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:28.892,MNQZ5.CME@RITHMIC,125462726430200,BUY,25780.0,44,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:29.598,MNQZ5.CME@RITHMIC,125463432745700,BUY,25710.0,49,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:30.699,MNQZ5.CME@RITHMIC,125464533959700,BUY,25711.0,30,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:31.973,MNQZ5.CME@RITHMIC,6868768443174,SELL,25816.25,20,LIMIT,UPDATE,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,MBO,NONE
2025-11-12 06:17:31.978,MNQZ5.CME@RITHMIC,125465812556100,SELL,25816.25,30,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:34.972,MNQZ5.CME@RITHMIC,125468807107400,BUY,25775.0,26,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:34.974,MNQZ5.CME@RITHMIC,125468808935700,BUY,25770.0,61,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:35.324,MNQZ5.CME@RITHMIC,125469158889100,BUY,25711.0,33,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:35.493,MNQZ5.CME@RITHMIC,125469327530400,SELL,25793.0,20,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:38.007,MNQZ5.CME@RITHMIC,125471842882100,BUY,25710.0,51,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:39.876,MNQZ5.CME@RITHMIC,125473710661000,SELL,25818.0,23,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:41.034,MNQZ5.CME@RITHMIC,125474868813600,BUY,25710.0,51,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:41.060,MNQZ5.CME@RITHMIC,125474894534100,BUY,25770.0,63,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:41.065,MNQZ5.CME@RITHMIC,125474899255900,BUY,25775.0,28,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:41.072,MNQZ5.CME@RITHMIC,125474906264800,BUY,25776.0,22,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:41.078,MNQZ5.CME@RITHMIC,125474912331400,BUY,25779.0,20,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:41.082,MNQZ5.CME@RITHMIC,125474916723200,BUY,25780.0,42,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:41.085,MNQZ5.CME@RITHMIC,125474920337000,BUY,25780.5,28,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:41.170,MNQZ5.CME@RITHMIC,125475004209100,SELL,25860.0,31,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:41.189,MNQZ5.CME@RITHMIC,125475023698600,SELL,25838.0,20,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:41.190,MNQZ5.CME@RITHMIC,125475025235600,SELL,25830.0,24,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:41.198,MNQZ5.CME@RITHMIC,125475032678200,SELL,25818.0,23,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:41.203,MNQZ5.CME@RITHMIC,125475037467500,SELL,25814.0,29,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:41.247,MNQZ5.CME@RITHMIC,125475081160800,SELL,25792.0,28,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:45.146,MNQZ5.CME@RITHMIC,6868768443174,SELL,25814.0,20,LIMIT,UPDATE,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,MBO,NONE
2025-11-12 06:17:48.387,MNQZ5.CME@RITHMIC,125482221669800,BUY,103139.0,21,TRADE,TRADE,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,TRADE,NONE
2025-11-12 06:17:48.397,MNQZ5.CME@RITHMIC,125482231430600,BUY,103140.0,22,TRADE,TRADE,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,TRADE,NONE
2025-11-12 06:17:49.510,MNQZ5.CME@RITHMIC,125483345093300,BUY,25780.0,44,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:50.644,MNQZ5.CME@RITHMIC,125484479194900,BUY,25710.0,49,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:50.691,MNQZ5.CME@RITHMIC,125484525572900,BUY,25710.0,52,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:51.541,MNQZ5.CME@RITHMIC,125485375703800,BUY,25780.0,43,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:54.277,MNQZ5.CME@RITHMIC,125488111377300,BUY,25776.0,21,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:55.241,MNQZ5.CME@RITHMIC,125489075122000,BUY,25710.0,49,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:55.672,MNQZ5.CME@RITHMIC,125489506106500,SELL,25787.75,20,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:55.735,MNQZ5.CME@RITHMIC,125489569489700,SELL,25818.0,22,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:56.313,MNQZ5.CME@RITHMIC,125490147405500,BUY,25710.0,51,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:57.145,MNQZ5.CME@RITHMIC,125490979900600,BUY,25710.0,49,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:57.502,MNQZ5.CME@RITHMIC,125491337076400,SELL,25787.75,20,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:58.140,MNQZ5.CME@RITHMIC,125491975067000,BUY,25775.0,29,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:58.146,MNQZ5.CME@RITHMIC,125491980079400,SELL,25787.75,25,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:58.253,MNQZ5.CME@RITHMIC,125492087324200,SELL,25805.0,37,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:58.547,MNQZ5.CME@RITHMIC,125492381541200,BUY,25780.5,27,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:59.274,MNQZ5.CME@RITHMIC,125493108580900,SELL,25787.75,24,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:59.312,MNQZ5.CME@RITHMIC,125493147090900,SELL,25787.75,23,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:59.712,MNQZ5.CME@RITHMIC,6868768443174,SELL,25816.25,20,LIMIT,UPDATE,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,MBO,NONE
2025-11-12 06:17:59.716,MNQZ5.CME@RITHMIC,125493550914000,SELL,25816.25,30,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:59.768,MNQZ5.CME@RITHMIC,125493602822900,SELL,25787.75,20,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:59.815,MNQZ5.CME@RITHMIC,125493650231800,BUY,25711.0,30,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:59.864,MNQZ5.CME@RITHMIC,125493698645500,SELL,25788.25,20,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:59.902,MNQZ5.CME@RITHMIC,125493736961100,BUY,25775.0,28,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:17:59.948,MNQZ5.CME@RITHMIC,125493783683800,BUY,25775.0,27,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:18:02.376,MNQZ5.CME@RITHMIC,125496210539000,SELL,25787.75,23,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:18:02.645,MNQZ5.CME@RITHMIC,125496479685900,SELL,25788.25,20,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:18:03.122,MNQZ5.CME@RITHMIC,125496956826900,BUY,25711.0,33,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:18:03.184,MNQZ5.CME@RITHMIC,125497018978100,BUY,25775.0,28,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:18:03.562,MNQZ5.CME@RITHMIC,125497396996400,SELL,25787.75,20,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:18:04.413,MNQZ5.CME@RITHMIC,125498248033900,SELL,25787.75,23,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:18:06.371,MNQZ5.CME@RITHMIC,125500205612500,SELL,25787.75,22,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:18:06.874,MNQZ5.CME@RITHMIC,125500708668400,SELL,25787.75,23,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:18:07.466,MNQZ5.CME@RITHMIC,125501300769000,SELL,25787.75,22,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:18:07.531,MNQZ5.CME@RITHMIC,125501365957000,BUY,25720.0,37,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:18:07.535,MNQZ5.CME@RITHMIC,125501369214900,BUY,25660.0,29,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:18:07.567,MNQZ5.CME@RITHMIC,125501402070900,SELL,25820.0,30,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:18:11.261,MNQZ5.CME@RITHMIC,125505095281100,SELL,25787.75,23,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:18:12.113,MNQZ5.CME@RITHMIC,125505947424500,SELL,25787.75,22,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:18:12.334,MNQZ5.CME@RITHMIC,125506168901800,SELL,25787.75,23,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:18:13.127,MNQZ5.CME@RITHMIC,125506961412300,SELL,25787.75,22,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:18:13.667,MNQZ5.CME@RITHMIC,125507501516500,SELL,25787.75,23,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:18:13.764,MNQZ5.CME@RITHMIC,125507598038300,SELL,25787.75,22,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:18:13.944,MNQZ5.CME@RITHMIC,125507778047100,SELL,25787.75,23,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:18:14.426,MNQZ5.CME@RITHMIC,125508261184800,SELL,25787.75,22,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:18:15.782,MNQZ5.CME@RITHMIC,125509617002800,BUY,25710.0,51,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:18:16.466,MNQZ5.CME@RITHMIC,125510300464400,SELL,25787.75,23,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:18:16.682,MNQZ5.CME@RITHMIC,125510516550500,SELL,25787.75,24,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:18:18.353,MNQZ5.CME@RITHMIC,125512187463200,SELL,25800.0,29,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:18:18.461,MNQZ5.CME@RITHMIC,125512295902900,SELL,25792.0,30,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:18:18.473,MNQZ5.CME@RITHMIC,125512308058400,BUY,25780.0,44,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:18:20.999,MNQZ5.CME@RITHMIC,125514833303300,BUY,25710.0,49,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:18:21.046,MNQZ5.CME@RITHMIC,125514880446800,SELL,25787.75,23,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:18:21.084,MNQZ5.CME@RITHMIC,125514918296700,SELL,25787.75,22,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:18:21.492,MNQZ5.CME@RITHMIC,125515327139900,BUY,25711.0,30,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:18:21.498,MNQZ5.CME@RITHMIC,125515332413300,SELL,25787.75,23,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:18:21.626,MNQZ5.CME@RITHMIC,125515460091500,SELL,25788.25,20,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:18:21.824,MNQZ5.CME@RITHMIC,125515658942100,BUY,25711.0,33,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:18:21.947,MNQZ5.CME@RITHMIC,125515782085800,SELL,25788.25,20,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:18:22.117,MNQZ5.CME@RITHMIC,125515951147100,SELL,25788.25,20,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
2025-11-12 06:18:23.188,MNQZ5.CME@RITHMIC,125517022764500,BUY,25711.0,30,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251110_222708_67c71008,DEPTH,NONE
