timestamp_est,symbol,event_type,price,detected_size,estimated_total_size,confidence_score,session_id,cbdr_window,iceberg_subtype
2025-11-12 06:12:39.548088,MNQZ5.CME@RITHMIC,STOP,25789.75,1,1,0.0,MNQZ5.CME@RITHMIC_20251110_ASIAN,OUTSIDE_CBDR,
2025-11-12 06:12:39.548137,MNQZ5.CME@RITHMIC,STOP,25789.5,1,2,0.0,MNQZ5.CME@RITHMIC_20251110_ASIAN,OUTSIDE_CBDR,
2025-11-12 06:12:39.548143,MNQZ5.CME@RITHMIC,STOP,25789.5,1,3,0.0,MNQZ5.CME@RITHMIC_20251110_ASIAN,OUTSIDE_CBDR,
2025-11-12 06:12:39.548154,MNQZ5.CME@RITHMIC,STOP,25789.5,1,4,0.0,MNQZ5.CME@RITHMIC_20251110_ASIAN,OUTSIDE_CBDR,
2025-11-12 06:12:39.548160,MNQZ5.CME@RITHMIC,STOP,25789.5,1,5,0.0,MNQZ5.CME@RITHMIC_20251110_ASIAN,OUTSIDE_CBDR,
2025-11-12 06:12:39.548169,MNQZ5.CME@RITHMIC,STOP,25789.25,1,6,0.0,MNQZ5.CME@RITHMIC_20251110_ASIAN,OUTSIDE_CBDR,
2025-11-12 06:12:39.548178,MNQZ5.CME@RITHMIC,STOP,25789.25,1,7,0.0,MNQZ5.CME@RITHMIC_20251110_ASIAN,OUTSIDE_CBDR,
2025-11-12 06:12:39.548184,MNQZ5.CME@RITHMIC,STOP,25789.25,1,8,0.0,MNQZ5.CME@RITHMIC_20251110_ASIAN,OUTSIDE_CBDR,
2025-11-12 06:12:39.548193,MNQZ5.CME@RITHMIC,STOP,25789.25,1,9,0.0,MNQZ5.CME@RITHMIC_20251110_ASIAN,OUTSIDE_CBDR,
2025-11-12 06:12:39.548199,MNQZ5.CME@RITHMIC,STOP,25789.25,1,10,0.0,MNQZ5.CME@RITHMIC_20251110_ASIAN,OUTSIDE_CBDR,
2025-11-12 06:12:39.548209,MNQZ5.CME@RITHMIC,STOP,25789.25,1,11,0.0,MNQZ5.CME@RITHMIC_20251110_ASIAN,OUTSIDE_CBDR,
2025-11-12 06:12:39.548215,MNQZ5.CME@RITHMIC,STOP,25789.25,1,12,0.0,MNQZ5.CME@RITHMIC_20251110_ASIAN,OUTSIDE_CBDR,
2025-11-12 06:12:39.548224,MNQZ5.CME@RITHMIC,STOP,25789.25,1,13,0.0,MNQZ5.CME@RITHMIC_20251110_ASIAN,OUTSIDE_CBDR,
2025-11-12 06:12:39.548230,MNQZ5.CME@RITHMIC,STOP,25789.0,1,14,0.0,MNQZ5.CME@RITHMIC_20251110_ASIAN,OUTSIDE_CBDR,
2025-11-12 06:12:39.548240,MNQZ5.CME@RITHMIC,STOP,25789.0,1,15,0.0,MNQZ5.CME@RITHMIC_20251110_ASIAN,OUTSIDE_CBDR,
2025-11-12 06:12:39.548246,MNQZ5.CME@RITHMIC,STOP,25789.0,1,16,0.0,MNQZ5.CME@RITHMIC_20251110_ASIAN,OUTSIDE_CBDR,
2025-11-12 06:13:04.324453,MNQZ5.CME@RITHMIC,STOP,25792.25,1,1,0.0,MNQZ5.CME@RITHMIC_20251110_ASIAN,OUTSIDE_CBDR,
2025-11-12 06:13:04.325305,MNQZ5.CME@RITHMIC,STOP,25792.25,1,2,0.0,MNQZ5.CME@RITHMIC_20251110_ASIAN,OUTSIDE_CBDR,
2025-11-12 06:14:11.612110,MNQZ5.CME@RITHMIC,STOP,25786.25,2,2,0.0,MNQZ5.CME@RITHMIC_20251110_ASIAN,OUTSIDE_CBDR,
2025-11-12 06:14:11.612134,MNQZ5.CME@RITHMIC,STOP,25786.0,1,3,0.0,MNQZ5.CME@RITHMIC_20251110_ASIAN,OUTSIDE_CBDR,
2025-11-12 06:14:11.612143,MNQZ5.CME@RITHMIC,STOP,25786.0,1,4,0.0,MNQZ5.CME@RITHMIC_20251110_ASIAN,OUTSIDE_CBDR,
2025-11-12 06:15:10.017675,MNQZ5.CME@RITHMIC,STOP,25783.25,1,1,0.0,MNQZ5.CME@RITHMIC_20251110_ASIAN,OUTSIDE_CBDR,
2025-11-12 06:15:12.880965,MNQZ5.CME@RITHMIC,STOP,25782.25,1,1,0.0,MNQZ5.CME@RITHMIC_20251110_ASIAN,OUTSIDE_CBDR,
2025-11-12 06:15:12.880988,MNQZ5.CME@RITHMIC,STOP,25782.25,1,2,0.0,MNQZ5.CME@RITHMIC_20251110_ASIAN,OUTSIDE_CBDR,
2025-11-12 06:15:14.594212,MNQZ5.CME@RITHMIC,STOP,25781.75,1,1,0.0,MNQZ5.CME@RITHMIC_20251110_ASIAN,OUTSIDE_CBDR,
2025-11-12 06:15:14.594220,MNQZ5.CME@RITHMIC,STOP,25781.75,1,2,0.0,MNQZ5.CME@RITHMIC_20251110_ASIAN,OUTSIDE_CBDR,
2025-11-12 06:15:24.261948,MNQZ5.CME@RITHMIC,STOP,25783.75,1,1,0.0,MNQZ5.CME@RITHMIC_20251110_ASIAN,OUTSIDE_CBDR,
2025-11-12 06:15:24.266124,MNQZ5.CME@RITHMIC,STOP,25784.25,1,1,0.0,MNQZ5.CME@RITHMIC_20251110_ASIAN,OUTSIDE_CBDR,
2025-11-12 06:15:24.266135,MNQZ5.CME@RITHMIC,STOP,25784.25,1,2,0.0,MNQZ5.CME@RITHMIC_20251110_ASIAN,OUTSIDE_CBDR,
2025-11-12 06:15:24.266141,MNQZ5.CME@RITHMIC,STOP,25784.25,1,3,0.0,MNQZ5.CME@RITHMIC_20251110_ASIAN,OUTSIDE_CBDR,
2025-11-12 06:15:24.266151,MNQZ5.CME@RITHMIC,STOP,25784.25,1,4,0.0,MNQZ5.CME@RITHMIC_20251110_ASIAN,OUTSIDE_CBDR,
2025-11-12 06:16:11.047610,MNQZ5.CME@RITHMIC,STOP,25789.5,1,1,0.0,MNQZ5.CME@RITHMIC_20251110_ASIAN,OUTSIDE_CBDR,
2025-11-12 06:16:11.047626,MNQZ5.CME@RITHMIC,STOP,25789.5,1,2,0.0,MNQZ5.CME@RITHMIC_20251110_ASIAN,OUTSIDE_CBDR,
2025-11-12 06:16:13.945860,MNQZ5.CME@RITHMIC,STOP,25790.0,1,1,0.0,MNQZ5.CME@RITHMIC_20251110_ASIAN,OUTSIDE_CBDR,
2025-11-12 06:16:13.945867,MNQZ5.CME@RITHMIC,STOP,25790.0,1,2,0.0,MNQZ5.CME@RITHMIC_20251110_ASIAN,OUTSIDE_CBDR,
2025-11-12 06:16:47.465479,MNQZ5.CME@RITHMIC,STOP,25786.5,1,1,0.0,MNQZ5.CME@RITHMIC_20251110_ASIAN,OUTSIDE_CBDR,
2025-11-12 06:16:47.465491,MNQZ5.CME@RITHMIC,STOP,25786.5,1,2,0.0,MNQZ5.CME@RITHMIC_20251110_ASIAN,OUTSIDE_CBDR,
2025-11-12 06:16:47.465498,MNQZ5.CME@RITHMIC,STOP,25786.25,1,3,0.0,MNQZ5.CME@RITHMIC_20251110_ASIAN,OUTSIDE_CBDR,
2025-11-12 06:17:47.794070,MNQZ5.CME@RITHMIC,STOP,25787.0,1,1,0.0,MNQZ5.CME@RITHMIC_20251110_ASIAN,OUTSIDE_CBDR,
2025-11-12 06:18:32.271350,MNQZ5.CME@RITHMIC,STOP,25789.5,1,1,0.0,MNQZ5.CME@RITHMIC_20251110_ASIAN,OUTSIDE_CBDR,
