time,open,high,low,close
1758204000,24697,24815.75,24694,24734.75
1758218400,24734.75,24766.25,24684.75,24713.75
1758232800,24715,24749.25,24694.75,24716.25
1758247200,24716.5,24736.75,24682,24707
1758261600,24705.75,24730,24655,24707
1758276000,24707.25,24816,24700.5,24790.5
1758290400,24790.75,24834.5,24708,24816.5
1758304800,24816.5,24888,24804.5,24861.25
1758492000,24851.5,24876,24826.75,24844.5
1758506400,24844.5,24864.75,24840,24840.75
1758520800,24841,24847,24748.5,24784.75
1758535200,24784.25,24880.5,24766.25,24872.25
1758549600,24872.5,25001,24854.75,24989
1758564000,24988.5,25027.25,24980.25,24996.5
1758578400,24999.75,25008.75,24974.5,24995
1758592800,24995,25015,24977.5,24997
1758607200,24997,25026.25,24980,25013
1758621600,25013.75,25016.5,24932.5,24940.25
1758636000,24940.5,24975,24779.25,24835
1758650400,24835.25,24856.25,24784,24834.25
1758664800,24839.75,24863,24810.75,24822.75
1758679200,24823.25,24861.25,24817.5,24861
1758693600,24861.25,24910.75,24846.25,24905.5
1758708000,24906,24913.25,24785,24820.5
1758722400,24821.25,24841,24628,24709.75
1758736800,24709.5,24754.75,24682,24747.75
1758751200,24747,24792.5,24739.25,24783.5
1758765600,24784,24791,24737.75,24753
1758780000,24752.75,24762.25,24688.5,24706.25
1758794400,24706.25,24714.5,24422,24452.75
1758808800,24452.5,24697,24444.5,24517.25
1758823200,24517.5,24648.75,24453.5,24635.25
1758837600,24640,24665.75,24593.25,24597.75
1758852000,24597.75,24623.25,24575.25,24615.75
1758866400,24615.75,24671.5,24568.25,24616.25
1758880800,24616.5,24747.25,24584,24706.5
1758895200,24706.25,24733.25,24520,24692
1758909600,24692,24746.5,24671.5,24727.5
1759096800,24727.25,24807,24723.75,24793.25
1759111200,24792.75,24837.75,24786,24825.75
1759125600,24826,24899,24812.5,24871.5
1759140000,24872,24955,24845.75,24941.25
1759154400,24941.75,24975,24800,24845.25
1759168800,24845,24869.25,24780.5,24811.5
1759183200,24812,24842,24805.5,24819.75
1759197600,24820,24856.75,24815.25,24836
1759212000,24836.5,24856,24754.25,24795
1759226400,24794.5,24845,24722.5,24788.25
1759240800,24788,24864,24731.25,24769
1759255200,24768.5,24913.75,24762,24838.5
1759269600,24844.5,24877,24783.5,24804
1759284000,24804,24805.5,24758,24761
1759298400,24762,24769.75,24633.75,24746
1759312800,24746,24841.5,24721,24782.75
1759327200,24777.75,24990,24755,24983.25
1759341600,24983,25037,24977.5,25009
1759356000,25009.5,25076.75,25001,25073.25
1759370400,25073.25,25076.5,25043.25,25069
1759384800,25068.75,25116.25,25053.75,25095.75
1759399200,25095,25180,25014.25,25063.5
1759413600,25063.5,25107.5,24993.75,25085.75
1759428000,25085.75,25126.75,25076.25,25105.5
1759442400,25105,25161.75,25073,25160.75
1759456800,25161,25192.25,25146,25171
1759471200,25171,25194,25155.75,25192.5
1759485600,25192.5,25197,25100,25106.75
1759500000,25106.75,25156,24923,24973.75
1759514400,24973.25,25044.75,24926,24981.5
1759701600,24994,25087.25,24994,25076.5
1759716000,25076,25109.25,25068,25088
1759730400,25088.75,25139.75,25045,25134.25
1759744800,25134.5,25241.5,25117,25155.5
1759759200,25155.75,25232,25110.25,25227.5
1759773600,25227.75,25253,25174.25,25184
1759788000,25184,25196.75,25122.75,25147.5
1759802400,25147.5,25186.75,25139.25,25171.75
1759816800,25171.5,25192.25,25128,25189.25
1759831200,25189.5,25274.75,25170,25241.75
1759845600,25242,25257.25,24985.25,25015.75
1759860000,25016,25071.5,24991,25055
1759874400,25055,25084.75,25027.25,25073
1759888800,25073.5,25094.5,25057.5,25058.25
1759903200,25058.75,25111.25,25026.25,25088
1759917600,25088.5,25183.5,25042.75,25174
1759932000,25174,25284.25,25172.75,25273.25
1759946400,25273.5,25364.75,25264.75,25354.5
1759960800,25354.5,25393,25320.75,25331.75
1759975200,25331.25,25364.25,25307.25,25355.5
1759989600,25355.5,25368,25294.25,25320.75
1760004000,25321,25341.5,25250,25279
1760018400,25279.5,25289,25160.75,25215.75
1760032800,25215.25,25300,25183,25287.5
1760047200,25284.75,25352.75,25284.5,25351.75
1760061600,25351.25,25356.25,25296.25,25333.25
1760076000,25333.5,25354.25,25251.25,25256.5
1760090400,25256,25388,25253.75,25357.5
1760104800,25357.25,25371.25,24603.5,24679.25
1760119200,24679.75,24718.75,24157.75,24188.25
1760306400,24482,24855.75,24482,24853
1760320800,24852.5,24855.25,24763.25,24836.75
1760335200,24837,24945,24785.25,24846.25
1760349600,24846,24893.25,24724.5,24888.25
1760364000,24887.25,24958.5,24743.5,24926.75
1760378400,24926.25,24965,24882.5,24905
1760392800,24905,25044.5,24897.5,25005.75
1760407200,25005.25,25021.25,24651.25,24706.25
1760421600,24706,24749.5,24586,24639.25
1760436000,24638.75,24665.5,24423.25,24575.75
1760450400,24575.25,24947.25,24554.5,24900
1760464800,24900.25,24928.25,24686,24755.75
1760479200,24752.5,24818.5,24740.5,24801
1760493600,24801.5,24919.25,24788.5,24885.25
1760508000,24885.5,24991,24868.25,24971.75
1760522400,24972,25025.25,24897,25014.25
1760536800,25013.75,25117.75,24663.5,24903.5
1760551200,24903.75,24964.5,24846.25,24942
1760565600,24939,24992.25,24874.5,24937.25
1760580000,24937.75,24977.75,24895.5,24953
1760594400,24953.25,25057.5,24953.25,25041.25
1760608800,25042,25125.5,25020.75,25061.75
1760623200,25062,25179.75,24731.5,24865
1760637600,24865.25,24871.75,24643.25,24793.75
1760652000,24793.75,24858.5,24720.5,24757.75
1760666400,24758.5,24772.5,24616,24661
1760680800,24660.75,24691,24410.25,24495.5
1760695200,24496.75,24890,24482.5,24822.5
1760709600,24822.75,24980,24674.5,24935.5
1760724000,24935.5,25054.25,24935,25033
1760911200,25067,25100,24956,25047
1760925600,25046.25,25127.75,25026,25112.5
1760940000,25112.25,25152.75,25061.5,25087
1760954400,25087.25,25239.5,25037.25,25222
1760968800,25222.25,25355,25210.25,25336.75
1760983200,25336,25353,25289.25,25326.25
1760997600,25326.25,25358.25,25308,25344.5
1761012000,25344.25,25368,25275.75,25296.75
1761026400,25296.75,25298,25252.75,25281.5
1761040800,25281.75,25315.75,25213.75,25234.75
1761055200,25235,25347.5,25203,25313.25
1761069600,25313.5,25334,25228.75,25265
1761084000,25277,25285,25216,25266.25
1761098400,25266.5,25333,25243.75,25307.25
1761112800,25308.5,25338.5,25231,25272.25
1761127200,25272,25305,25172.75,25258
1761141600,25257.75,25281,24805.25,24873.5
1761156000,24873.75,25077,24827.5,25040
1761170400,25014.75,25105.25,24951,25098.75
1761184800,25099,25113.5,25053.25,25091
1761199200,25091,25128.25,25025,25058.75
1761213600,25060,25179.75,24933.25,25160.5
1761228000,25160.5,25283.5,25083.75,25279.25
1761242400,25279.5,25295,25230.75,25277.25
1761256800,25285,25321,25275.5,25318.25
1761271200,25317.75,25347.75,25303,25346.5
1761285600,25347,25394,25323.5,25377.25
1761300000,25377,25550.5,25326.5,25475.25
1761314400,25492.5,25569,25432.5,25549
1761328800,25549,25567,25497.5,25510.25
1761516000,25698.5,25788,25698.5,25718.25
1761530400,25718,25787.5,25712.25,25782.25
1761544800,25783,25839.5,25768.5,25839.5
1761559200,25839.5,25859.75,25796.25,25848.25
1761573600,25848.75,25929.5,25822,25927
1761588000,25926.75,26026,25919.5,26004
1761602400,26002.5,26018.5,25961.25,25969.5
1761616800,25970,25989,25944.5,25961
1761631200,25961.5,25985,25942.25,25975.25
1761645600,25975.5,26094,25967.5,26064.5
1761660000,26064.75,26160,26006,26153.5
1761674400,26153.5,26232,26147.5,26172.5
1761688800,26180.25,26223,26164.75,26215.5
1761703200,26215.75,26264.5,26213.75,26260.75
1761717600,26260.5,26310,26226.25,26237.5
1761732000,26237.5,26319.25,26230.25,26319
1761746400,26318.75,26326.5,26203.5,26245.75
1761760800,26246.25,26378.5,26047.5,26223.75
1761775200,26160.5,26318,26151.5,26298.5
1761789600,26298.5,26399.5,26139.25,26281.25
1761804000,26280.25,26291.25,26188.5,26206
1761818400,26206.5,26287,25941.5,26125.25
1761832800,26124.75,26179.5,25967,26068
1761847200,26067.5,26149,25853,26149
1761861600,26156,26209,26127.25,26207.25
1761876000,26207,26214,26160,26165.25
1761890400,26164.5,26219.5,26144.25,26181.5
1761904800,26182.25,26273,26080.25,26102.75
1761919200,26102.5,26183,25887.75,25948
1761933600,25948,26118.25,25944.25,25983.75
1762124400,26026,26123,26012.5,26083
1762138800,26082.5,26088,26031.5,26048
1762153200,26048.25,26163.25,26016.75,26138.75
1762167600,26138.5,26265.75,26119.5,26133.5
1762182000,26139.5,26166,26012.75,26129.5
1762196400,26129,26178,26066,26109.5
1762210800,26105.5,26105.5,25941,25941.5
1762225200,25941.5,25976.25,25744.25,25775.5
1762239600,25775.25,25803.5,25644.75,25758
1762254000,25757.25,25881,25663,25874.75
1762268400,25874.75,25893.75,25603,25668.75
1762282800,25667.5,25688.5,25517,25575.5
1762297200,25545,25574.5,25282.75,25414
1762311600,25415.25,25553.25,25415.25,25528.75
1762326000,25528.25,25552,25411.75,25413.5
1762340400,25413,25690.75,25403.75,25686.75
1762354800,25686.25,25872.75,25618.5,25864.75
1762369200,25864,25878.5,25694.25,25728.75
1762383600,25732,25776.25,25616.75,25714.5
1762398000,25714.5,25743,25672.25,25681.75
1762412400,25681.5,25777.25,25628.25,25752
1762426800,25752,25791.5,25742.5,25780.5
