date,symbol,prev_day_high,prev_day_low,prev_day_open,prev_day_close,prev_day_eq,prev_day_range,prev_day_volume,open_price,opening_zone,first_30_high,first_30_low,first_30_close,first_30_range,first_30_volume,first_move_direction,first_move_size,judas_swing,real_direction
2025-10-03,MNQZ5,25252.75,24890.5,25150.0,25121.0,25071.625,362.25,19477152,25250.0,PREMIUM,25480.0,24653.25,25043.75,826.75,2328118,DOWN,596.75,False,DOWN
