date,symbol,prev_day_high,prev_day_low,prev_day_open,prev_day_close,prev_day_eq,prev_day_range,prev_day_volume,open_price,opening_zone,first_30_high,first_30_low,first_30_close,first_30_range,first_30_volume,first_move_direction,first_move_size,judas_swing,real_direction
2025-10-03,MNQZ5,25230.5,24898.0,25150.0,25121.0,25064.25,332.5,19492198,24450.0,DISCOUNT,25220.25,25062.75,25106.75,157.5,2328463,UP,770.25,False,UP
