Date,Symbol,Prev_High,Prev_Low,Prev_EQ,Open_Price,Opening_Zone,First_Move,Move_Size
2025-10-03,MNQZ5,26000.0,24000.0,25000.0,24450.0,DISCOUNT,UP,1550.0
