timestamp,symbol,order_id,side,price,size,order_type,action,session_id,cbdr_window,metadata,additional_data,data_type
2025-11-14 07:03:24.237000+00:00,MNQZ5.CME@RITHMIC,69835863504299,BUY,25015.0,25,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251113_230640_bedbcb11,NONE,,"{'size': 25, 'isBid': True, 'price': 100060, 'data_type': 'DEPTH'}",DEPTH
2025-11-14 07:03:24.225000+00:00,MNQZ5.CME@RITHMIC,69835852025500,BUY,25001.0,27,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251113_230640_bedbcb11,NONE,,"{'size': 27, 'isBid': True, 'price': 100004, 'data_type': 'DEPTH'}",DEPTH
2025-11-14 07:03:24.224000+00:00,MNQZ5.CME@RITHMIC,69835850836800,BUY,25000.0,64,DEPTH,DEPTH,MNQZ5.CME@RITHMIC_20251113_230640_bedbcb11,NONE,,"{'size': 64, 'isBid': True, 'price': 100000, 'data_type': 'DEPTH'}",DEPTH
2025-11-14 07:03:23.669000+00:00,MNQZ5.CME@RITHMIC,69835295243300,BUY,100168.0,27,TRADE,TRADE,MNQZ5.CME@RITHMIC_20251113_230640_bedbcb11,NONE,,"{'size': 27, 'isOtc': False, 'price': 100168.0, 'data_type': 'TRADE', 'isBidAggressor': False, 'isExecutionEnd': True, 'passiveOrderId': None, 'aggressorOrderId': None, 'isExecutionStart': True, 'serialVersionUID': -5266538964320734421}",TRADE
2025-11-14 07:03:23.666000+00:00,MNQZ5.CME@RITHMIC,69835292503699,BUY,100176.0,28,TRADE,TRADE,MNQZ5.CME@RITHMIC_20251113_230640_bedbcb11,NONE,,"{'size': 28, 'isOtc': False, 'price': 100176.0, 'data_type': 'TRADE', 'isBidAggressor': False, 'isExecutionEnd': True, 'passiveOrderId': None, 'aggressorOrderId': None, 'isExecutionStart': True, 'serialVersionUID': -5266538964320734421}",TRADE
2025-11-14 07:03:23.664000+00:00,MNQZ5.CME@RITHMIC,69835291094700,BUY,100180.0,37,TRADE,TRADE,MNQZ5.CME@RITHMIC_20251113_230640_bedbcb11,NONE,,"{'size': 37, 'isOtc': False, 'price': 100180.0, 'data_type': 'TRADE', 'isBidAggressor': False, 'isExecutionEnd': True, 'passiveOrderId': None, 'aggressorOrderId': None, 'isExecutionStart': True, 'serialVersionUID': -5266538964320734421}",TRADE
2025-11-14 07:03:23.655000+00:00,MNQZ5.CME@RITHMIC,69835281958600,BUY,100192.0,22,TRADE,TRADE,MNQZ5.CME@RITHMIC_20251113_230640_bedbcb11,NONE,,"{'size': 22, 'isOtc': False, 'price': 100192.0, 'data_type': 'TRADE', 'isBidAggressor': False, 'isExecutionEnd': True, 'passiveOrderId': None, 'aggressorOrderId': None, 'isExecutionStart': True, 'serialVersionUID': -5266538964320734421}",TRADE
2025-11-14 07:03:23.652000+00:00,MNQZ5.CME@RITHMIC,69835278611100,BUY,100169.0,30,TRADE,TRADE,MNQZ5.CME@RITHMIC_20251113_230640_bedbcb11,NONE,,"{'size': 30, 'isOtc': False, 'price': 100169.0, 'data_type': 'TRADE', 'isBidAggressor': False, 'isExecutionEnd': True, 'passiveOrderId': None, 'aggressorOrderId': None, 'isExecutionStart': True, 'serialVersionUID': -5266538964320734421}",TRADE
2025-11-14 07:03:23.651000+00:00,MNQZ5.CME@RITHMIC,69835277106400,BUY,100173.0,28,TRADE,TRADE,MNQZ5.CME@RITHMIC_20251113_230640_bedbcb11,NONE,,"{'size': 28, 'isOtc': False, 'price': 100173.0, 'data_type': 'TRADE', 'isBidAggressor': False, 'isExecutionEnd': True, 'passiveOrderId': None, 'aggressorOrderId': None, 'isExecutionStart': True, 'serialVersionUID': -5266538964320734421}",TRADE
2025-11-14 07:03:23.649000+00:00,MNQZ5.CME@RITHMIC,69835275207100,BUY,100177.0,22,TRADE,TRADE,MNQZ5.CME@RITHMIC_20251113_230640_bedbcb11,NONE,,"{'size': 22, 'isOtc': False, 'price': 100177.0, 'data_type': 'TRADE', 'isBidAggressor': False, 'isExecutionEnd': True, 'passiveOrderId': None, 'aggressorOrderId': None, 'isExecutionStart': True, 'serialVersionUID': -5266538964320734421}",TRADE
2025-11-14 07:03:23.643000+00:00,MNQZ5.CME@RITHMIC,69835268832300,BUY,100201.0,24,TRADE,TRADE,MNQZ5.CME@RITHMIC_20251113_230640_bedbcb11,NONE,,"{'size': 24, 'isOtc': False, 'price': 100201.0, 'data_type': 'TRADE', 'isBidAggressor': False, 'isExecutionEnd': True, 'passiveOrderId': None, 'aggressorOrderId': None, 'isExecutionStart': True, 'serialVersionUID': -5266538964320734421}",TRADE
2025-11-14 07:03:23.638000+00:00,MNQZ5.CME@RITHMIC,69835264495600,BUY,100170.0,21,TRADE,TRADE,MNQZ5.CME@RITHMIC_20251113_230640_bedbcb11,NONE,,"{'size': 21, 'isOtc': False, 'price': 100170.0, 'data_type': 'TRADE', 'isBidAggressor': False, 'isExecutionEnd': True, 'passiveOrderId': None, 'aggressorOrderId': None, 'isExecutionStart': True, 'serialVersionUID': -5266538964320734421}",TRADE
2025-11-14 07:03:23.629000+00:00,MNQZ5.CME@RITHMIC,69835255886400,BUY,100202.0,24,TRADE,TRADE,MNQZ5.CME@RITHMIC_20251113_230640_bedbcb11,NONE,,"{'size': 24, 'isOtc': False, 'price': 100202.0, 'data_type': 'TRADE', 'isBidAggressor': False, 'isExecutionEnd': True, 'passiveOrderId': None, 'aggressorOrderId': None, 'isExecutionStart': True, 'serialVersionUID': -5266538964320734421}",TRADE
2025-11-14 07:03:23.620000+00:00,MNQZ5.CME@RITHMIC,69835247090799,BUY,100179.0,29,TRADE,TRADE,MNQZ5.CME@RITHMIC_20251113_230640_bedbcb11,NONE,,"{'size': 29, 'isOtc': False, 'price': 100179.0, 'data_type': 'TRADE', 'isBidAggressor': False, 'isExecutionEnd': True, 'passiveOrderId': None, 'aggressorOrderId': None, 'isExecutionStart': True, 'serialVersionUID': -5266538964320734421}",TRADE
2025-11-14 07:03:23.595000+00:00,MNQZ5.CME@RITHMIC,69835221343100,SELL,100204.0,27,TRADE,TRADE,MNQZ5.CME@RITHMIC_20251113_230640_bedbcb11,NONE,,"{'size': 27, 'isOtc': False, 'price': 100204.0, 'data_type': 'TRADE', 'isBidAggressor': True, 'isExecutionEnd': True, 'passiveOrderId': None, 'aggressorOrderId': None, 'isExecutionStart': True, 'serialVersionUID': -5266538964320734421}",TRADE
2025-11-14 07:03:23.590000+00:00,MNQZ5.CME@RITHMIC,69835216403400,SELL,100177.0,20,TRADE,TRADE,MNQZ5.CME@RITHMIC_20251113_230640_bedbcb11,NONE,,"{'size': 20, 'isOtc': False, 'price': 100177.0, 'data_type': 'TRADE', 'isBidAggressor': True, 'isExecutionEnd': True, 'passiveOrderId': None, 'aggressorOrderId': None, 'isExecutionStart': True, 'serialVersionUID': -5266538964320734421}",TRADE
