timestamp,symbol,price,side,event_type,iceberg_subtype,detected_size,confidence_score
2025-11-11 07:28:55.181336-05:00,MNQZ5.CME@RITHMIC,25624.25,BUY,STOP,,1,0.0
2025-11-11 07:29:01.829863-05:00,MNQZ5.CME@RITHMIC,25623.5,SELL,STOP,,1,0.0
2025-11-11 07:29:08.262604-05:00,MNQZ5.CME@RITHMIC,25624.25,BUY,STOP,,1,0.0
2025-11-11 07:29:08.262627-05:00,MNQZ5.CME@RITHMIC,25624.25,BUY,STOP,,1,0.0
2025-11-11 07:29:08.262632-05:00,MNQZ5.CME@RITHMIC,25624.25,BUY,STOP,,1,0.0
2025-11-11 07:29:08.262645-05:00,MNQZ5.CME@RITHMIC,25624.5,BUY,STOP,,1,0.0
2025-11-11 07:29:29.018576-05:00,MNQZ5.CME@RITHMIC,25623.25,SELL,STOP,,1,0.0
2025-11-11 07:30:27.701508-05:00,MNQZ5.CME@RITHMIC,25619.0,SELL,STOP,,1,0.0
2025-11-11 07:31:30.350586-05:00,MNQZ5.CME@RITHMIC,25623.0,BUY,STOP,,3,0.0
2025-11-11 07:31:30.350591-05:00,MNQZ5.CME@RITHMIC,25623.25,BUY,STOP,,1,0.0
2025-11-11 07:31:49.924509-05:00,MNQZ5.CME@RITHMIC,25623.75,SELL,STOP,,1,0.0
2025-11-11 07:31:52.777810-05:00,MNQZ5.CME@RITHMIC,25625.75,BUY,STOP,,1,0.0
2025-11-11 07:31:52.777836-05:00,MNQZ5.CME@RITHMIC,25626.0,BUY,STOP,,1,0.0
2025-11-11 07:31:52.777843-05:00,MNQZ5.CME@RITHMIC,25626.0,BUY,STOP,,1,0.0
2025-11-11 07:31:52.777857-05:00,MNQZ5.CME@RITHMIC,25626.0,BUY,STOP,,1,0.0
2025-11-11 07:31:52.777863-05:00,MNQZ5.CME@RITHMIC,25626.0,BUY,STOP,,1,0.0
2025-11-11 07:31:52.777882-05:00,MNQZ5.CME@RITHMIC,25626.0,BUY,STOP,,1,0.0
2025-11-11 07:31:52.777886-05:00,MNQZ5.CME@RITHMIC,25626.0,BUY,STOP,,1,0.0
2025-11-11 07:31:52.777893-05:00,MNQZ5.CME@RITHMIC,25626.25,BUY,STOP,,1,0.0
2025-11-11 07:31:52.777898-05:00,MNQZ5.CME@RITHMIC,25626.25,BUY,STOP,,1,0.0
2025-11-11 07:31:52.777906-05:00,MNQZ5.CME@RITHMIC,25626.25,BUY,STOP,,1,0.0
2025-11-11 07:31:52.777909-05:00,MNQZ5.CME@RITHMIC,25626.25,BUY,STOP,,1,0.0
2025-11-11 07:32:02.550617-05:00,MNQZ5.CME@RITHMIC,25622.25,SELL,STOP,,1,0.0
2025-11-11 07:32:07.621196-05:00,MNQZ5.CME@RITHMIC,25621.75,SELL,STOP,,1,0.0
