timestamp,symbol,event_type,side,price,detected_size,estimated_total_size,fill_count,confidence_score,duration_ms,session_id,cbdr_window,iceberg_subtype
2025-11-13 08:11:35.446762,MNQZ5.CME@RITHMIC,STOP,BUY,25576.0,1,1,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:12:49.681365,MNQZ5.CME@RITHMIC,STOP,SELL,25576.5,1,1,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:12:51.359407,MNQZ5.CME@RITHMIC,STOP,SELL,25575.75,1,1,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:16:55.176960,MNQZ5.CME@RITHMIC,STOP,SELL,25592.25,1,1,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:16:55.176968,MNQZ5.CME@RITHMIC,STOP,SELL,25592.25,1,2,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:16:55.177026,MNQZ5.CME@RITHMIC,STOP,SELL,25592.25,1,3,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:16:55.177033,MNQZ5.CME@RITHMIC,STOP,SELL,25592.25,1,4,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:16:56.369024,MNQZ5.CME@RITHMIC,STOP,SELL,25591.75,1,1,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:16:56.369029,MNQZ5.CME@RITHMIC,STOP,SELL,25591.75,1,2,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:16:57.809060,MNQZ5.CME@RITHMIC,STOP,SELL,25590.75,1,1,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:17:20.941399,MNQZ5.CME@RITHMIC,STOP,BUY,25596.5,1,1,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:17:40.882378,MNQZ5.CME@RITHMIC,STOP,BUY,25589.75,1,1,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:17:43.691681,MNQZ5.CME@RITHMIC,STOP,SELL,25588.0,1,1,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:17:43.691700,MNQZ5.CME@RITHMIC,STOP,SELL,25588.0,1,2,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:17:43.691707,MNQZ5.CME@RITHMIC,STOP,SELL,25587.75,1,3,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:17:43.699607,MNQZ5.CME@RITHMIC,STOP,SELL,25587.5,1,1,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:17:43.699616,MNQZ5.CME@RITHMIC,STOP,SELL,25587.5,1,2,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:17:43.699622,MNQZ5.CME@RITHMIC,STOP,SELL,25587.5,1,3,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:17:43.699637,MNQZ5.CME@RITHMIC,STOP,SELL,25587.25,1,4,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:17:43.699642,MNQZ5.CME@RITHMIC,STOP,SELL,25587.25,1,5,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:17:43.699651,MNQZ5.CME@RITHMIC,STOP,SELL,25587.25,1,6,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:17:43.699656,MNQZ5.CME@RITHMIC,STOP,SELL,25587.25,2,8,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:17:43.699665,MNQZ5.CME@RITHMIC,STOP,SELL,25587.25,1,9,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:17:43.699670,MNQZ5.CME@RITHMIC,STOP,SELL,25587.25,1,10,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
2025-11-13 08:17:44.677717,MNQZ5.CME@RITHMIC,STOP,SELL,25586.75,1,1,0,0.0,,MNQZ5.CME@RITHMIC_20251113_LONDON,PRE_NY,
